message_text,cleaned_message_text,unigram_bigram_ready_text,annotation_count,risk_categories_present,suspicious_phrases_json,label,label_name,scam_subtype,source_name,source_url,data_origin_type,is_synthetic,split,message_length_characters,message_length_words,cleaned_token_count,digit_count,exclamation_mark_count,contains_url_like_text,contains_phone_number_like_text
I will see in half an hour,i will see in half an hour,i will see in half an hour i_will will_see see_in in_half half_an an_hour,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,26,7,7,0,0,0,0
"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",thank you for calling forgot to say happy onam to you sirji i am fine here and remembered you when i met an insurance person meet you in qatar insha allah rakhesh ex tata aig who joined tissco tayseer,thank you for calling forgot to say happy onam to you sirji i am fine here and remembered you when i met an insurance person meet you in qatar insha allah rakhesh ex tata aig who joined tissco tayseer thank_you you_for for_calling calling_forgot forgot_to to_say say_happy happy_onam onam_to to_you you_sirji sirji_i i_am am_fine fine_here here_and and_remembered remembered_you you_when when_i i_met met_an an_insurance insurance_person person_meet meet_you you_in in_qatar qatar_insha insha_allah allah_rakhesh rakhesh_ex ex_tata tata_aig aig_who who_joined joined_tissco tissco_tayseer,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,202,34,39,0,0,0,0
"Aight, I'll ask a few of my roommates",aight i'll ask a few of my roommates,aight i'll ask a few of my roommates aight_i'll i'll_ask ask_a a_few few_of of_my my_roommates,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,37,8,8,0,0,0,0
U having lunch alone? I now so bored...,u having lunch alone i now so bored,u having lunch alone i now so bored u_having having_lunch lunch_alone alone_i i_now now_so so_bored,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,39,8,8,0,0,0,0
I'll probably be by tomorrow (or even later tonight if something's going on),i'll probably be by tomorrow or even later tonight if something's going on,i'll probably be by tomorrow or even later tonight if something's going on i'll_probably probably_be be_by by_tomorrow tomorrow_or or_even even_later later_tonight tonight_if if_something's something's_going going_on,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,76,13,13,0,0,0,0
How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,how's it going got any exciting karaoke type activities planned i'm debating whether to play football this eve feeling lazy though,how's it going got any exciting karaoke type activities planned i'm debating whether to play football this eve feeling lazy though how's_it it_going going_got got_any any_exciting exciting_karaoke karaoke_type type_activities activities_planned planned_i'm i'm_debating debating_whether whether_to to_play play_football football_this this_eve eve_feeling feeling_lazy lazy_though,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,134,21,21,0,0,0,0
I'm on da bus going home...,i'm on da bus going home,i'm on da bus going home i'm_on on_da da_bus bus_going going_home,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,27,6,6,0,0,0,0
"Alright we're hooked up, where you guys at",alright we're hooked up where you guys at,alright we're hooked up where you guys at alright_we're we're_hooked hooked_up up_where where_you you_guys guys_at,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,42,8,8,0,0,0,0
No:-)i got rumour that you going to buy apartment in chennai:-),no i got rumour that you going to buy apartment in chennai,no i got rumour that you going to buy apartment in chennai no_i i_got got_rumour rumour_that that_you you_going going_to to_buy buy_apartment apartment_in in_chennai,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,63,11,12,0,0,0,0
Once free call me sir. I am waiting for you.,once free call me sir i am waiting for you,once free call me sir i am waiting for you once_free free_call call_me me_sir sir_i i_am am_waiting waiting_for for_you,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,44,10,10,0,0,0,0
"Happy or sad , one thing about past is- ""Its no more"" GOOD MORNING :-):-).",happy or sad one thing about past is its no more good morning,happy or sad one thing about past is its no more good morning happy_or or_sad sad_one one_thing thing_about about_past past_is is_its its_no no_more more_good good_morning,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,74,15,13,0,0,0,0
"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",they said if its gonna snow it will start around 8 or 9 pm tonite they are predicting an inch of accumulation,they said if its gonna snow it will start around 8 or 9 pm tonite they are predicting an inch of accumulation they_said said_if if_its its_gonna gonna_snow snow_it it_will will_start start_around around_8 8_or or_9 9_pm pm_tonite tonite_they they_are are_predicting predicting_an an_inch inch_of of_accumulation,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,112,22,22,2,1,0,0
Now got tv 2 watch meh? U no work today?,now got tv 2 watch meh u no work today,now got tv 2 watch meh u no work today now_got got_tv tv_2 2_watch watch_meh meh_u u_no no_work work_today,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,40,10,10,1,0,0,0
"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",fantasy football is back on your tv go to sky gamestar on sky active and play 250k dream team scoring starts on saturday so register now sky opt out to 88088,fantasy football is back on your tv go to sky gamestar on sky active and play 250k dream team scoring starts on saturday so register now sky opt out to 88088 fantasy_football football_is is_back back_on on_your your_tv tv_go go_to to_sky sky_gamestar gamestar_on on_sky sky_active active_and and_play play_250k 250k_dream dream_team team_scoring scoring_starts starts_on on_saturday saturday_so so_register register_now now_sky sky_opt opt_out out_to to_88088,0,,[],1,scam,urgency,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,161,30,31,8,1,0,0
Well. Im computerless. Time to make some oreo truffles,well im computerless time to make some oreo truffles,well im computerless time to make some oreo truffles well_im im_computerless computerless_time time_to to_make make_some some_oreo oreo_truffles,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,54,9,9,0,0,0,0
If I die I want u to have all my stuffs.,if i die i want u to have all my stuffs,if i die i want u to have all my stuffs if_i i_die die_i i_want want_u u_to to_have have_all all_my my_stuffs,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,40,11,11,0,0,0,0
Am in film ill call you later.,am in film ill call you later,am in film ill call you later am_in in_film film_ill ill_call call_you you_later,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,30,7,7,0,0,0,0
I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,i want to tell you how bad i feel that basically the only times i text you lately are when i need drugs,i want to tell you how bad i feel that basically the only times i text you lately are when i need drugs i_want want_to to_tell tell_you you_how how_bad bad_i i_feel feel_that that_basically basically_the the_only only_times times_i i_text text_you you_lately lately_are are_when when_i i_need need_drugs,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,103,23,23,0,0,0,0
Ok i juz receive..,ok i juz receive,ok i juz receive ok_i i_juz juz_receive,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,18,4,4,0,0,0,0
Dont let studying stress you out. L8r.,dont let studying stress you out l8r,dont let studying stress you out l8r dont_let let_studying studying_stress stress_you you_out out_l8r,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,38,7,7,1,0,0,0
"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...",good afternoon my love how goes your day how did you sleep i hope your well my boytoy i think of you,good afternoon my love how goes your day how did you sleep i hope your well my boytoy i think of you good_afternoon afternoon_my my_love love_how how_goes goes_your your_day day_how how_did did_you you_sleep sleep_i i_hope hope_your your_well well_my my_boytoy boytoy_i i_think think_of of_you,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,118,27,22,0,0,0,0
"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",good morning my boytoy how's those yummy lips where's my sexy buns now what do you do do you think of me do you crave me do you need me,good morning my boytoy how's those yummy lips where's my sexy buns now what do you do do you think of me do you crave me do you need me good_morning morning_my my_boytoy boytoy_how's how's_those those_yummy yummy_lips lips_where's where's_my my_sexy sexy_buns buns_now now_what what_do do_you you_do do_do do_you you_think think_of of_me me_do do_you you_crave crave_me me_do do_you you_need need_me,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,149,36,30,0,1,0,0
"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",can you tell shola to please go to college of medicine and visit the academic department tell the academic secretary what the current situation is and ask if she can transfer there she should ask someone to check sagamu for the same thing and lautech its vital she completes her medical education in nigeria its less expensive much less expensive unless she will be getting citizen rates in new zealand,can you tell shola to please go to college of medicine and visit the academic department tell the academic secretary what the current situation is and ask if she can transfer there she should ask someone to check sagamu for the same thing and lautech its vital she completes her medical education in nigeria its less expensive much less expensive unless she will be getting citizen rates in new zealand can_you you_tell tell_shola shola_to to_please please_go go_to to_college college_of of_medicine medicine_and and_visit visit_the the_academic academic_department department_tell tell_the the_academic academic_secretary secretary_what what_the the_current current_situation situation_is is_and and_ask ask_if if_she she_can can_transfer transfer_there there_she she_should should_ask ask_someone someone_to to_check check_sagamu sagamu_for for_the the_same same_thing thing_and and_lautech lautech_its its_vital vital_she she_completes completes_her her_medical medical_education education_in in_nigeria nigeria_its its_less less_expensive expensive_much much_less less_expensive expensive_unless unless_she she_will will_be be_getting getting_citizen citizen_rates rates_in in_new new_zealand,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,408,70,70,0,0,0,0
As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,as a registered subscriber yr draw 4 a 100 gift voucher will b entered on receipt of a correct ans when are the next olympics txt ans to 80062,as a registered subscriber yr draw 4 a 100 gift voucher will b entered on receipt of a correct ans when are the next olympics txt ans to 80062 as_a a_registered registered_subscriber subscriber_yr yr_draw draw_4 4_a a_100 100_gift gift_voucher voucher_will will_b b_entered entered_on on_receipt receipt_of of_a a_correct correct_ans ans_when when_are are_the the_next next_olympics olympics_txt txt_ans ans_to to_80062,0,,[],1,scam,prize_scam,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,145,29,29,9,0,0,0
"St andre, virgil's cream",st andre virgil's cream,st andre virgil's cream st_andre andre_virgil's virgil's_cream,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,24,4,4,0,0,0,0
They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,they are just making it easy to pay back i have lt gt yrs to say but i can pay back earlier you get,they are just making it easy to pay back i have lt gt yrs to say but i can pay back earlier you get they_are are_just just_making making_it it_easy easy_to to_pay pay_back back_i i_have have_lt lt_gt gt_yrs yrs_to to_say say_but but_i i_can can_pay pay_back back_earlier earlier_you you_get,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,107,23,24,0,0,0,0
Reckon need to be in town by eightish to walk from * carpark.,reckon need to be in town by eightish to walk from carpark,reckon need to be in town by eightish to walk from carpark reckon_need need_to to_be be_in in_town town_by by_eightish eightish_to to_walk walk_from from_carpark,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,61,13,12,0,0,0,0
"I've got  &lt;#&gt; , any way I could pick up?",i've got lt gt any way i could pick up,i've got lt gt any way i could pick up i've_got got_lt lt_gt gt_any any_way way_i i_could could_pick pick_up,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,46,10,10,0,0,0,0
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,natalja 25 f is inviting you to be her friend reply yes 440 or no 440 see her url_token stop send stop frnd to 62468,natalja 25 f is inviting you to be her friend reply yes 440 or no 440 see her url_token stop send stop frnd to 62468 natalja_25 25_f f_is is_inviting inviting_you you_to to_be be_her her_friend friend_reply reply_yes yes_440 440_or or_no no_440 440_see see_her her_url_token url_token_stop stop_send send_stop stop_frnd frnd_to to_62468,1,link_request,"[{""phrase_text"": ""www.SMS.ac/u/nat27081980"", ""start_index"": 82, ""end_index"": 106, ""risk_category"": ""link_request"", ""risk_explanation"": ""This pushes the user to click a link.""}]",1,scam,general_scam,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,136,22,25,21,0,1,0
How did you find out in a way that didn't include all of these details,how did you find out in a way that didn't include all of these details,how did you find out in a way that didn't include all of these details how_did did_you you_find find_out out_in in_a a_way way_that that_didn't didn't_include include_all all_of of_these these_details,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,70,15,15,0,0,0,0
"Yep, at derek's house now, see you Sunday &lt;3",yep at derek's house now see you sunday lt 3,yep at derek's house now see you sunday lt 3 yep_at at_derek's derek's_house house_now now_see see_you you_sunday sunday_lt lt_3,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,47,9,10,1,0,0,0
K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),k then come wenever u lik to come and also tel vikky to come by getting free time,k then come wenever u lik to come and also tel vikky to come by getting free time k_then then_come come_wenever wenever_u u_lik lik_to to_come come_and and_also also_tel tel_vikky vikky_to to_come come_by by_getting getting_free free_time,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,87,17,18,0,0,0,0
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,urgent we are trying to contact u todays draw shows that you have won a 800 prize guaranteed call phone_token from land line claim c52 valid12hrs only,urgent we are trying to contact u todays draw shows that you have won a 800 prize guaranteed call phone_token from land line claim c52 valid12hrs only urgent_we we_are are_trying trying_to to_contact contact_u u_todays todays_draw draw_shows shows_that that_you you_have have_won won_a a_800 800_prize prize_guaranteed guaranteed_call call_phone_token phone_token_from from_land land_line line_claim claim_c52 c52_valid12hrs valid12hrs_only,1,urgency,"[{""phrase_text"": ""URGENT"", ""start_index"": 0, ""end_index"": 6, ""risk_category"": ""urgency"", ""risk_explanation"": ""This phrase creates pressure to act quickly.""}]",1,scam,prize_scam,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,156,27,27,18,1,0,1
Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,sorry dude dont know how i forgot even after dan reminded me sorry hope you guys had fun,sorry dude dont know how i forgot even after dan reminded me sorry hope you guys had fun sorry_dude dude_dont dont_know know_how how_i i_forgot forgot_even even_after after_dan dan_reminded reminded_me me_sorry sorry_hope hope_you you_guys guys_had had_fun,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,93,18,18,0,0,0,0
Ugh hopefully the asus ppl dont randomly do a reformat.,ugh hopefully the asus ppl dont randomly do a reformat,ugh hopefully the asus ppl dont randomly do a reformat ugh_hopefully hopefully_the the_asus asus_ppl ppl_dont dont_randomly randomly_do do_a a_reformat,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,55,10,10,0,0,0,0
Gd luck 4 ur exams :-),gd luck 4 ur exams,gd luck 4 ur exams gd_luck luck_4 4_ur ur_exams,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,22,6,5,1,0,0,0
Come by our room at some point so we can iron out the plan for this weekend,come by our room at some point so we can iron out the plan for this weekend,come by our room at some point so we can iron out the plan for this weekend come_by by_our our_room room_at at_some some_point point_so so_we we_can can_iron iron_out out_the the_plan plan_for for_this this_weekend,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,75,17,17,0,0,0,0
Now press conference da:),now press conference da,now press conference da now_press press_conference conference_da,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,25,4,4,0,0,0,0
Yes I know the cheesy songs from frosty the snowman :),yes i know the cheesy songs from frosty the snowman,yes i know the cheesy songs from frosty the snowman yes_i i_know know_the the_cheesy cheesy_songs songs_from from_frosty frosty_the the_snowman,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,54,11,10,0,0,0,0
God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,god's love has no limit god's grace has no measure god's power has no boundaries may u have god's endless blessings always in ur life gud ni8,god's love has no limit god's grace has no measure god's power has no boundaries may u have god's endless blessings always in ur life gud ni8 god's_love love_has has_no no_limit limit_god's god's_grace grace_has has_no no_measure measure_god's god's_power power_has has_no no_boundaries boundaries_may may_u u_have have_god's god's_endless endless_blessings blessings_always always_in in_ur ur_life life_gud gud_ni8,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,149,27,27,1,2,0,0
Did you see that film:),did you see that film,did you see that film did_you you_see see_that that_film,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,23,5,5,0,0,0,0
Think + da. You wil do.,think da you wil do,think da you wil do think_da da_you you_wil wil_do,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,23,6,5,0,0,0,0
Are you staying in town ?,are you staying in town,are you staying in town are_you you_staying staying_in in_town,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,25,6,5,0,0,0,0
You're right I have now that I think about it,you're right i have now that i think about it,you're right i have now that i think about it you're_right right_i i_have have_now now_that that_i i_think think_about about_it,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,45,10,10,0,0,0,0
Just curious because my cuz asked what I was up to,just curious because my cuz asked what i was up to,just curious because my cuz asked what i was up to just_curious curious_because because_my my_cuz cuz_asked asked_what what_i i_was was_up up_to,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,50,11,11,0,0,0,0
Be sure to check your yahoo email. We sent photos yesterday,be sure to check your yahoo email we sent photos yesterday,be sure to check your yahoo email we sent photos yesterday be_sure sure_to to_check check_your your_yahoo yahoo_email email_we we_sent sent_photos photos_yesterday,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,59,11,11,0,0,0,0
Except theres a chick with huge boobs.,except theres a chick with huge boobs,except theres a chick with huge boobs except_theres theres_a a_chick chick_with with_huge huge_boobs,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,38,7,7,0,0,0,0
I tagged MY friends that you seemed to count as YOUR friends.,i tagged my friends that you seemed to count as your friends,i tagged my friends that you seemed to count as your friends i_tagged tagged_my my_friends friends_that that_you you_seemed seemed_to to_count count_as as_your your_friends,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,61,12,12,0,0,0,0
Hi! This is Roger from CL. How are you?,hi this is roger from cl how are you,hi this is roger from cl how are you hi_this this_is is_roger roger_from from_cl cl_how how_are are_you,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,39,9,9,0,1,0,0
Your North Valley Bank fraud team needs you to verify recent login REF991 now at https://example.com/update.,your north valley bank fraud team needs you to verify recent login ref991 now at url_token,your north valley bank fraud team needs you to verify recent login ref991 now at url_token your_north north_valley valley_bank bank_fraud fraud_team team_needs needs_you you_to to_verify verify_recent recent_login login_ref991 ref991_now now_at at_url_token,3,impersonation|account_verification|link_request,"[{""phrase_text"": ""fraud team"", ""start_index"": 23, ""end_index"": 33, ""risk_category"": ""impersonation"", ""risk_explanation"": ""This suggests a trusted organization is being impersonated.""}, {""phrase_text"": ""verify recent login"", ""start_index"": 47, ""end_index"": 66, ""risk_category"": ""account_verification"", ""risk_explanation"": ""This phrase asks to verify account details.""}, {""phrase_text"": ""https://example.com/update."", ""start_index"": 81, ""end_index"": 108, ""risk_category"": ""link_request"", ""risk_explanation"": ""This pushes the user to click a link.""}]",1,scam,impersonation,synthetic_rule_based_scam_messages,synthetic_rule_based_generation,synthetic_generation,True,train,108,16,16,3,0,1,0
"""HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!""",hello u call wen u finish wrk i fancy meetin up wiv u all tonite as i need a break from dabooks did 4 hrs last nite 2 today of wrk,hello u call wen u finish wrk i fancy meetin up wiv u all tonite as i need a break from dabooks did 4 hrs last nite 2 today of wrk hello_u u_call call_wen wen_u u_finish finish_wrk wrk_i i_fancy fancy_meetin meetin_up up_wiv wiv_u u_all all_tonite tonite_as as_i i_need need_a a_break break_from from_dabooks dabooks_did did_4 4_hrs hrs_last last_nite nite_2 2_today today_of of_wrk,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,134,28,31,2,1,0,0
"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",by march ending i should be ready but will call you for sure the problem is that my capital never complete how far with you how's work and the ladies,by march ending i should be ready but will call you for sure the problem is that my capital never complete how far with you how's work and the ladies by_march march_ending ending_i i_should should_be be_ready ready_but but_will will_call call_you you_for for_sure sure_the the_problem problem_is is_that that_my my_capital capital_never never_complete complete_how how_far far_with with_you you_how's how's_work work_and and_the the_ladies,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,154,30,30,0,0,0,0
Any way where are you and what doing.,any way where are you and what doing,any way where are you and what doing any_way way_where where_are are_you you_and and_what what_doing,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,37,8,8,0,0,0,0
No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,no it's not pride i'm almost lt gt years old and shouldn't be takin money from my kid you're not supposed to have to deal with this stuff this is grownup stuff why i don't tell you,no it's not pride i'm almost lt gt years old and shouldn't be takin money from my kid you're not supposed to have to deal with this stuff this is grownup stuff why i don't tell you no_it's it's_not not_pride pride_i'm i'm_almost almost_lt lt_gt gt_years years_old old_and and_shouldn't shouldn't_be be_takin takin_money money_from from_my my_kid kid_you're you're_not not_supposed supposed_to to_have have_to to_deal deal_with with_this this_stuff stuff_this this_is is_grownup grownup_stuff stuff_why why_i i_don't don't_tell tell_you,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,192,35,37,0,0,0,0
"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",free ringtone text first to 87131 for a poly or text get to 87131 for a true tone help phone_token after 1st free tones are 3x 150pw to e nd txt stop,free ringtone text first to 87131 for a poly or text get to 87131 for a true tone help phone_token after 1st free tones are 3x 150pw to e nd txt stop free_ringtone ringtone_text text_first first_to to_87131 87131_for for_a a_poly poly_or or_text text_get get_to to_87131 87131_for for_a a_true true_tone tone_help help_phone_token phone_token_after after_1st 1st_free free_tones tones_are are_3x 3x_150pw 150pw_to to_e e_nd nd_txt txt_stop,0,,[],1,scam,impersonation,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,156,32,32,28,1,0,1
Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,did you catch the bus are you frying an egg did you make a tea are you eating your mom's left over dinner do you feel my love,did you catch the bus are you frying an egg did you make a tea are you eating your mom's left over dinner do you feel my love did_you you_catch catch_the the_bus bus_are are_you you_frying frying_an an_egg egg_did did_you you_make make_a a_tea tea_are are_you you_eating eating_your your_mom's mom's_left left_over over_dinner dinner_do do_you you_feel feel_my my_love,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,134,32,28,0,0,0,0
